"timestamp","label","/INPUTS","ga.bladeLength","ga.panelEff","ga.panelRating","ga.proteinRatedSpeed","ga.pumpEff","ga.ratedFlow","ga.ratedHead","ga.referenceArea","ga.runSpeed","ga.surfaceArea","ga.tileCount","ga.turbineCount","/OUTPUTS","ga.breakEvenYear","ga.hydraulicCapitalCost","ga.solarCapitalCost","ga.totalFlowProtein","ga.totalInitialInvestment","ga.triboCapitalCost","ga.windCapitalCost","ga.year5Roi","/METADATA","retries","max_retries","parent_uuid","msg"
1405986142.802,"","",2.79,0.15910000000000002,104.02500000000001,1083.5,0.75434999999999997,1415.8499999999999,35.969999999999999,0.42100000000000004,1396.4000000000001,975.5,15.701499999999999,6.2919999999999998,"",392.5833333333333,458660.65151515161,130609594.83993459,106186.55611224963,131118411.29144974,21841.799999999999,28314.0,-129448245.54063311,"",0,1,"",""
1405986142.842,"","",3.4220000000000002,0.14429999999999998,320.32499999999999,414.30000000000001,0.61334999999999995,1793.8499999999999,20.190000000000001,0.29259999999999997,1554.0,617.5,50.450499999999998,7.7080000000000002,"",-0.08333333333333333,445715.15151515161,161332143.27165872,261232.0047262779,161879085.02317387,66540.600000000006,34686.0,-191242078.84361985,"",0,1,"",""
1405986142.884,"","",1.554,0.24690000000000001,429.875,428.29999999999995,0.62895000000000001,1393.45,28.77,0.35060000000000002,1348.4000000000001,905.5,83.615499999999997,16.683999999999997,"",-0.08333333333333333,445715.15151515161,460654716.47184473,225387.23504871747,461281848.22335988,106338.59999999999,75077.999999999985,-489942943.81944126,"",0,1,"",""
1405986142.925,"","",1.8940000000000001,0.1353,133.77500000000001,1178.7,0.69855,1499.1500000000001,35.350000000000001,0.1174,1478.0,403.5,25.304500000000001,19.611999999999998,"",122.08333333333333,447455.15151515161,28838714.607968196,103911.47703106001,29407789.159483347,33365.400000000001,88253.999999999985,-28202615.337546438,"",0,1,"",""
1405986142.967,"","",4.218,0.1605,443.875,389.09999999999997,0.89385000000000003,1639.1500000000001,27.27,0.18460000000000001,966.79999999999995,303.5,42.6295,17.259999999999998,"",-0.08333333333333333,519447.65151515161,53829088.778236367,182030.94146044564,54480361.829751514,54155.400000000001,77669.999999999985,-77591711.920915306,"",0,1,"",""
1405986143.011,"","",2.0179999999999998,0.1729,349.02499999999998,796.5,0.81374999999999997,1927.55,25.490000000000002,0.25980000000000003,985.20000000000005,607.5,13.6225,17.643999999999998,"",358.3333333333333,483402.65151515161,169608126.45796919,130209.14128241329,170190274.10948434,19347.0,79397.999999999985,-167814995.06358901,"",0,1,"",""
1405986143.059,"","",4.1619999999999999,0.20029999999999998,385.07499999999999,919.70000000000005,0.68445,1885.5500000000002,20.989999999999998,0.2006,1010.8,872.5,75.794499999999999,8.3320000000000007,"",557.9166666666666,445715.15151515161,385266922.90504295,108683.19651713617,385847085.45655805,96953.399999999994,37494.0,-382389134.12151986,"",0,1,"",""
1405986143.097,"","",2.5300000000000002,0.20929999999999999,391.375,466.10000000000002,0.76364999999999994,1528.55,26.870000000000001,0.23620000000000002,1002.0,84.5,24.215499999999999,17.044,"",-0.08333333333333333,460857.65151515155,3640370.0405434859,167769.5320350792,4209984.2920586374,32058.599999999999,76698.0,-17025666.207656909,"",0,1,"",""
1405986143.138,"","",1.1259999999999999,0.093900000000000011,282.17499999999995,786.69999999999993,0.83925000000000005,1341.6500000000001,28.23,0.187,1174.0,608.5,55.103499999999997,18.484000000000002,"",619.0,494877.65151515161,138886642.34179184,114275.23023368524,139536822.19330698,72124.199999999997,83178.000000000015,-138409645.89886314,"",0,1,"",""
1405986143.181,"","",2.1659999999999999,0.11310000000000001,227.57499999999999,663.5,0.71714999999999995,1372.45,27.109999999999999,0.43820000000000003,1358.8,758.5,10.0585,9.0280000000000005,"",-0.08333333333333333,445715.15151515161,173833419.99828106,162252.03604198404,174334831.34979621,15070.200000000001,40626.0,-181556459.77078053,"",0,1,"",""
1405986143.223,"","",2.9779999999999998,0.12590000000000001,221.625,1457.3,0.71055000000000001,1858.25,20.969999999999999,0.22940000000000002,1060.4000000000001,125.5,79.952500000000001,3.3639999999999999,"",5.083333333333333,445715.15151515161,4609340.4631303363,72051.25685085537,5172136.6146454876,101943.0,15138.0,-60964.078033787198,"",0,1,"",""
1405986143.267,"","",3.806,0.23930000000000001,445.97500000000002,1495.1000000000001,0.72075,1494.95,20.469999999999999,0.3518,1231.5999999999999,241.5,4.0194999999999999,22.683999999999997,"",33.333333333333336,445715.15151515161,34045068.547501698,69400.61460829819,34600685.099016845,7823.3999999999996,102077.99999999999,-29404850.183265962,"",0,1,"",""
1405986143.312,"","",1.542,0.13490000000000002,202.72499999999999,446.5,0.76305000000000001,1382.25,22.449999999999999,0.38019999999999998,1181.2,747.5,58.073500000000003,8.1879999999999988,"",-0.08333333333333333,460587.65151515161,149955591.50802377,190725.3916967173,150528713.35953891,75688.199999999997,36845.999999999993,-167618723.82203642,"",0,1,"",""
1405986143.349,"","",2.9500000000000002,0.20610000000000001,431.625,398.89999999999998,0.60494999999999999,1798.75,27.949999999999999,0.41659999999999997,1569.2,521.5,31.7395,4.9960000000000004,"",-0.08333333333333333,445715.15151515161,154179555.66340789,268265.08743625623,154688840.21492305,41087.400000000001,22482.000000000004,-184125858.11199254,"",0,1,"",""
1405986143.392,"","",4.5579999999999998,0.22649999999999998,148.82499999999999,638.30000000000007,0.60434999999999994,1977.25,37.890000000000001,0.48820000000000008,1350.0,853.5,28.670500000000004,9.484,"",-0.08333333333333333,448471.15151515161,142153536.09705964,233486.8321297131,142682089.84857479,37404.600000000006,42678.0,-168322340.03655046,"",0,1,"",""
